luc,researchid,researchyear,location,Vd_cm,dim,lat,lon,density,temp,press,RH,LAI,Uh,ustar,h,d,z0,z,Lo,stability,wstar
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,1.296,0.198,20,12,1.5,27,-75,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.839,0.427,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,1.923,0.442,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,2.144,0.445,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.856,0.427,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,1.704,0.409,20,12,1.5,27,-35,N/A,0.6
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.975,0.374,20,12,1.5,27,-38,N/A,1.2
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,2.365,0.333,20,12,1.5,27,-45,N/A,1.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,2.568,0.32,20,12,1.5,27,-48,N/A,2.1
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,1.501,0.278,20,12,1.5,27,-53,N/A,2.4
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.874,0.247,20,12,1.5,27,-58,N/A,2.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,1.941,0.235,20,12,1.5,27,-65,N/A,2.7
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,0.687,0.221,20,12,1.5,27,64,N/A,2.5
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.399,0.357,20,12,1.5,27,40,N/A,2.3
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.654,0.469,20,12,1.5,27,30,N/A,2
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.383,0.444,20,12,1.5,27,32,N/A,1.4
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,2.823,0.189,20,12,1.5,27,90,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,2.298,0.267,20,12,1.5,27,58,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,3.824,0.278,20,12,1.5,27,60,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,2.061,0.204,20,12,1.5,27,77,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,0.959,0.162,20,12,1.5,27,91,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,0.553,0.135,20,12,1.5,27,107,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.468,0.146,20,12,1.5,27,108,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,0.062,0.091,20,12,1.5,27,-150,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.333,0.185,20,12,1.5,27,-75,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.91,0.428,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.452,0.422,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,1.52,0.437,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.334,0.42,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.842,0.397,20,12,1.5,27,-35,N/A,0.6
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.554,0.368,20,12,1.5,27,-38,N/A,1.2
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.164,0.302,20,12,1.5,27,-45,N/A,1.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.707,0.294,20,12,1.5,27,-48,N/A,2.1
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.283,0.261,20,12,1.5,27,-53,N/A,2.4
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,1.148,0.251,20,12,1.5,27,-58,N/A,2.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,2.487,0.242,20,12,1.5,27,-65,N/A,2.7
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.657,0.234,20,12,1.5,27,64,N/A,2.5
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,2.674,0.375,20,12,1.5,27,40,N/A,2.3
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,2.166,0.476,20,12,1.5,27,30,N/A,2
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,3.454,0.473,20,12,1.5,27,32,N/A,1.4
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,1.657,0.173,20,12,1.5,27,90,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,4.251,0.294,20,12,1.5,27,58,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,3.048,0.267,20,12,1.5,27,60,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,4.183,0.234,20,12,1.5,27,77,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.505,0.169,20,12,1.5,27,91,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.828,0.152,20,12,1.5,27,107,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,0.099,0.127,20,12,1.5,27,108,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.658,0.113,20,12,1.5,27,-150,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,2.184,0.21,20,12,1.5,27,-75,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.608,0.424,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,1.692,0.439,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,2.235,0.447,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,1.693,0.439,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,1.862,0.412,20,12,1.5,27,-35,N/A,0.6
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.744,0.37,20,12,1.5,27,-38,N/A,1.2
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,1.473,0.321,20,12,1.5,27,-45,N/A,1.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.303,0.288,20,12,1.5,27,-48,N/A,2.1
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.761,0.268,20,12,1.5,27,-53,N/A,2.4
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.049,0.236,20,12,1.5,27,-58,N/A,2.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.456,0.214,20,12,1.5,27,-65,N/A,2.7
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,0.863,0.223,20,12,1.5,27,64,N/A,2.5
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,0.355,0.342,20,12,1.5,27,40,N/A,2.3
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.118,0.462,20,12,1.5,27,30,N/A,2
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,2.152,0.455,20,12,1.5,27,32,N/A,1.4
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,1.779,0.175,20,12,1.5,27,90,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,2.152,0.265,20,12,1.5,27,58,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,1.491,0.246,20,12,1.5,27,60,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,2.016,0.203,20,12,1.5,27,77,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.05,0.163,20,12,1.5,27,91,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.779,0.152,20,12,1.5,27,107,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,2.153,0.156,20,12,1.5,27,108,N/A,0
deciduousforest,Hofken,1982,N/A,1.8,0.26,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hofken,1982,N/A,1.1,0.63,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hofken,1982,N/A,1,0.7,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hofken,1982,N/A,0.9,0.78,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hofken,1982,N/A,0.7,1.1,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hofken,1982,N/A,1,1.5,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hofken,1982,N/A,1,2.2,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hofken,1982,N/A,1.3,2.4,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hicks,1989,N/A,0.25,0.6,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Hicks,1989,N/A,0.4,0.08,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.36,0.01,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.4,0.01,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.32,0.01,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.3,0.02,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.2,0.02,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.14,0.02,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.18,0.03,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.18,0.03,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.16,0.03,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.14,0.04,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.12,0.05,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.12,0.05,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.11,0.06,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.1,0.07,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.09,0.08,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Pryor,2009,N/A,0.08,0.09,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.4,0.02,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.58,0.02,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.39,0.03,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.26,0.04,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.16,0.04,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.12,0.05,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.11,0.06,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.11,0.08,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.1,0.09,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.1,0.11,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.09,0.13,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.09,0.16,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.08,0.19,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.58,0.28,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Gordon,2011,N/A,0.46,0.34,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Sun,2014,N/A,0.9,0.55,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Matsuda,2015,N/A,0.5,0.55,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
deciduousforest,Ahlm,2010,N/A,0.35,0.04,N/A,N/A,1000,300,101325,90,6,1.68,0.316,21.159,13.347,1.516,29,100,N/A,0
water,Zufall,1998,US,0.03,0.4,44,87,1500,295.15,101325,79,1,4.6,0.145,0.875,0.656,0.03,5,100,near neutral,0
water,Zufall,1998,US,0.01,0.8,44,87,1500,295.15,101325,79,1,4.6,0.145,0.875,0.656,0.03,5,100,near neutral,0
water,Zufall,1998,US,0.01,1.5,44,87,1500,295.15,101325,79,1,4.6,0.145,0.875,0.656,0.03,5,100,near neutral,0
water,Zufall,1998,US,0.05,3,44,87,1500,295.15,101325,79,1,4.6,0.145,0.875,0.656,0.03,5,100,near neutral,0
water,Zufall,1998,US,0.45,6,44,87,1500,295.15,101325,79,1,4.6,0.145,0.875,0.656,0.03,5,100,near neutral,0
water,Zufall,1998,US,2.46,12,44,87,1500,295.15,101325,79,1,4.6,0.145,0.875,0.656,0.03,5,100,near neutral,0
water,Zufall,1998,US,5.67,24,44,87,1500,295.15,101325,79,1,4.6,0.145,0.875,0.656,0.03,5,100,near neutral,0
water,Caffrey,1998,US,0.01,0.05,44,87,1500,295.15,101325,79,1,4.3,0.135,0.875,0.656,0.03,5,100,near neutral,0
water,Caffrey,1998,US,0.01,0.1,44,87,1500,295.15,101325,79,1,4.3,0.135,0.875,0.656,0.03,5,100,near neutral,0
water,Caffrey,1998,US,0.01,0.16,44,87,1500,295.15,101325,79,1,4.3,0.135,0.875,0.656,0.03,5,100,near neutral,0
water,Caffrey,1998,US,0,0.3,44,87,1500,295.15,101325,79,1,4.3,0.135,0.875,0.656,0.03,5,100,near neutral,0
water,Caffrey,1998,US,0.01,0.55,44,87,1500,295.15,101325,79,1,4.3,0.135,0.875,0.656,0.03,5,100,near neutral,0
water,Caffrey,1998,US,0.02,1,44,87,1500,295.15,101325,79,1,4.3,0.135,0.875,0.656,0.03,5,100,near neutral,0
water,Caffrey,1998,US,0.02,1.8,44,87,1500,295.15,101325,79,1,4.3,0.135,0.875,0.656,0.03,5,100,near neutral,0
water,Moller,1970,N/A,0.05,0.04,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.05,0.04,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.03,0.05,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.02,0.06,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.02,0.1,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.01,0.14,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.02,0.15,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.01,0.17,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.02,0.3,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.01,0.48,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.02,0.6,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.01,1.4,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.02,1.6,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Moller,1970,N/A,0.03,1.6,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,2,1,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,2.7,2.3,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,2.2,4,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,2.3,7.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,3.3,12.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,4.2,17.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,5.5,22.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,6.8,27.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,12.8,40,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,8,1,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,5.4,2.3,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,5.7,4,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,4.4,7.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,6.1,12.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,8,17.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,10.1,22.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,11.5,27.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,18,40,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,6.9,1,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,11.5,2.3,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,10.1,4,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,12.1,7.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,9.8,12.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,12.3,17.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,15.3,22.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,17.7,27.5,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Zhang,2014,N/A,24.1,40,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Sievering,1981,N/A,0.4,0.15,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Sievering,1981,N/A,0.2,0.45,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
water,Sievering,1981,N/A,0.7,1,N/A,N/A,1000,300,101325,90,1,4.45,0.14,0.875,0.656,0.03,5,100,N/A,0
